;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
219002;3. klassetrin;Dansk;76;79;73;64;89;56;85;70;88;67;66;63;66;
219003;3. klassetrin;Dansk;76;75;63;58;71;54;57;53;52;48;60;60;44;
219009;3. klassetrin;Dansk;17;18;20;15;14;19;20;22;23;20;22;20;21;
219010;3. klassetrin;Dansk;45;47;47;48;46;46;45;46;48;48;43;46;47;
219011;3. klassetrin;Dansk;27;34;42;42;43;42;41;43;45;41;42;42;45;
219022;3. klassetrin;Dansk;18;23;18;20;20;18;21;19;19;21;21;20;21;
219025;3. klassetrin;Dansk;;;;;;;;;;;;;;
219026;3. klassetrin;Dansk;;;;;;;;;;;;6;;
219027;3. klassetrin;Dansk;;;7;;8;9;8;;5;5;;10;;
219029;3. klassetrin;Dansk;;;;;;;;;;;;;;
219030;3. klassetrin;Dansk;34;33;46;43;44;49;44;49;49;45;42;34;43;
219901;3. klassetrin;Dansk;15;;6;7;;8;7;5;6;;;5;;
219903;3. klassetrin;Dansk;;;;;;;;;;;6;;;
221004;3. klassetrin;Dansk;;16;11;12;13;18;18;21;21;21;18;15;21;
221211;3. klassetrin;Dansk;5;;5;9;12;8;8;8;;;;10;6;
223001;3. klassetrin;Dansk;89;75;60;67;48;66;59;70;75;67;70;63;57;
223002;3. klassetrin;Dansk;45;48;44;39;41;42;43;42;47;44;39;45;42;
223003;3. klassetrin;Dansk;59;58;72;58;69;69;49;64;64;57;57;41;44;
223004;3. klassetrin;Dansk;88;82;72;66;67;72;64;85;64;62;46;58;48;
223006;3. klassetrin;Dansk;45;61;59;59;59;63;52;64;63;50;61;66;58;
223007;3. klassetrin;Dansk;14;15;16;17;19;20;21;22;17;21;19;19;19;
225001;3. klassetrin;Dansk;20;14;27;21;16;21;19;;;;;;;
225902;3. klassetrin;Dansk;;;;;;;;;;;;;;
227001;3. klassetrin;Dansk;20;21;20;;;;;;;;;;;
227002;3. klassetrin;Dansk;52;53;63;;;;;;;;;;;
227003;3. klassetrin;Dansk;;9;20;;;;;;;;;;;
227004;3. klassetrin;Dansk;34;37;49;;;;;;;;;;;
227005;3. klassetrin;Dansk;36;27;28;;;;;;;;;;;
227006;3. klassetrin;Dansk;;;;;;;;;;;;;;
227008;3. klassetrin;Dansk;60;59;62;57;56;55;43;56;43;49;50;38;42;
227011;3. klassetrin;Dansk;;;;;;5;5;;;5;;;7;
229001;3. klassetrin;Dansk;18;13;17;15;22;24;6;;;;;;;
229002;3. klassetrin;Dansk;32;44;31;34;37;42;33;;;;;;;
229003;3. klassetrin;Dansk;14;15;19;23;23;11;19;;;;;;;
229006;3. klassetrin;Dansk;;;;;;;;;;;;;;
230001;3. klassetrin;Dansk;;;;;;;;;;;;;;
230004;3. klassetrin;Dansk;;7;;5;;;;;;;;;;
231005;3. klassetrin;Dansk;20;19;41;22;17;43;24;25;45;21;23;24;21;
233005;3. klassetrin;Dansk;32;43;37;44;50;41;42;;;;;;;
233006;3. klassetrin;Dansk;62;66;71;63;66;70;72;;;;;;;
235006;3. klassetrin;Dansk;39;38;39;42;40;45;40;66;64;58;57;62;63;
250004;3. klassetrin;Dansk;79;63;83;87;62;72;64;49;68;68;44;40;39;
251001;3. klassetrin;Dansk;31;39;35;26;45;44;47;44;34;43;37;32;37;
251002;3. klassetrin;Dansk;53;51;32;37;38;49;45;47;47;47;39;38;40;
251003;3. klassetrin;Dansk;19;14;23;13;;;;;;;;;;
251005;3. klassetrin;Dansk;17;19;11;11;;;;;;;;;;
251006;3. klassetrin;Dansk;;;;;;;;;;;;;;
253001;3. klassetrin;Dansk;39;51;50;62;46;69;57;69;54;64;74;64;50;
253002;3. klassetrin;Dansk;39;41;33;39;44;46;34;41;35;31;38;42;32;
253003;3. klassetrin;Dansk;60;69;54;45;45;50;45;39;44;55;64;57;51;
253004;3. klassetrin;Dansk;67;73;58;71;73;68;74;75;51;74;66;65;65;
253005;3. klassetrin;Dansk;77;78;61;62;74;73;62;69;64;67;40;80;48;
253006;3. klassetrin;Dansk;46;54;45;71;70;63;75;73;65;61;62;79;54;
253007;3. klassetrin;Dansk;38;33;31;32;21;39;30;35;17;;;;;
253008;3. klassetrin;Dansk;12;11;11;17;17;5;24;12;16;26;11;21;22;
253009;3. klassetrin;Dansk;20;20;21;21;23;21;20;23;22;23;21;22;23;
253011;3. klassetrin;Dansk;57;58;41;35;40;45;35;32;33;23;27;22;15;
253013;3. klassetrin;Dansk;37;33;34;32;49;35;54;53;39;49;33;56;33;
253014;3. klassetrin;Dansk;41;39;41;;;;;;;;;;;
253015;3. klassetrin;Dansk;67;68;66;68;66;77;67;70;73;73;66;67;59;
253017;3. klassetrin;Dansk;;;;;;;;;;;;;;
253021;3. klassetrin;Dansk;;;;;;;;;;;;;6;
253022;3. klassetrin;Dansk;;;6;;;;;;;;;5;5;
253023;3. klassetrin;Dansk;;;;7;;;;;;;;;;
255001;3. klassetrin;Dansk;59;40;34;38;31;45;29;33;36;31;38;35;25;
255003;3. klassetrin;Dansk;34;26;38;33;37;41;43;25;47;49;45;35;40;
255005;3. klassetrin;Dansk;23;21;20;18;22;24;21;21;21;21;23;21;16;
257001;3. klassetrin;Dansk;71;68;72;68;64;85;67;68;54;70;50;56;41;
257002;3. klassetrin;Dansk;40;33;40;31;39;42;39;38;37;30;28;36;30;
259001;3. klassetrin;Dansk;21;15;17;21;21;24;17;20;14;19;13;15;10;
259003;3. klassetrin;Dansk;35;45;36;37;40;37;29;36;27;24;23;33;25;
259004;3. klassetrin;Dansk;49;47;38;40;38;41;34;40;44;39;39;43;25;
259005;3. klassetrin;Dansk;22;20;35;23;19;25;21;37;20;23;24;24;24;
259006;3. klassetrin;Dansk;53;53;60;47;59;43;58;62;46;42;57;60;35;
259007;3. klassetrin;Dansk;17;12;14;11;22;11;9;;;;;;;
259008;3. klassetrin;Dansk;38;40;49;44;44;46;43;50;48;48;43;45;26;
259011;3. klassetrin;Dansk;51;42;56;35;44;53;42;39;44;37;31;41;30;
259013;3. klassetrin;Dansk;18;17;20;17;20;22;21;21;22;21;21;20;20;
259015;3. klassetrin;Dansk;31;28;34;25;55;48;45;40;31;27;18;25;18;
259019;3. klassetrin;Dansk;47;43;50;48;42;49;48;48;52;49;45;46;45;
259020;3. klassetrin;Dansk;11;6;6;;14;8;13;16;17;14;13;14;15;
259021;3. klassetrin;Dansk;18;16;18;16;21;18;20;22;20;21;22;22;21;
259022;3. klassetrin;Dansk;37;39;44;43;42;45;38;45;46;58;54;56;39;
259025;3. klassetrin;Dansk;59;57;59;56;53;61;57;57;43;47;46;54;28;
259028;3. klassetrin;Dansk;;;9;7;8;;8;;6;5;9;11;10;
261001;3. klassetrin;Dansk;56;41;44;48;70;64;71;81;63;60;58;52;49;
261002;3. klassetrin;Dansk;26;26;27;22;20;24;21;21;24;19;16;27;16;
261003;3. klassetrin;Dansk;17;10;15;22;;;;;;;;;;
261004;3. klassetrin;Dansk;36;33;36;37;36;30;35;32;31;40;31;34;33;
261005;3. klassetrin;Dansk;19;18;16;16;20;19;20;20;17;19;18;19;19;
263001;3. klassetrin;Dansk;43;53;50;52;55;50;50;64;47;44;40;49;46;
263003;3. klassetrin;Dansk;;17;12;20;18;18;19;21;18;21;16;20;19;
263005;3. klassetrin;Dansk;;;;;;;;;;;;;;
265001;3. klassetrin;Dansk;57;63;70;68;68;73;66;76;68;72;67;66;67;
265005;3. klassetrin;Dansk;26;22;16;25;27;33;25;27;33;33;20;37;24;
265006;3. klassetrin;Dansk;77;69;73;74;67;74;72;71;73;78;68;71;57;
265007;3. klassetrin;Dansk;43;48;47;49;62;54;66;66;66;68;75;89;68;
265008;3. klassetrin;Dansk;64;60;44;65;68;69;57;69;47;59;62;52;59;
265010;3. klassetrin;Dansk;56;53;51;61;59;56;54;53;71;50;64;59;51;
265011;3. klassetrin;Dansk;36;39;21;29;30;29;34;38;46;45;38;62;48;
265012;3. klassetrin;Dansk;17;20;13;10;16;13;16;8;15;13;9;7;6;
265013;3. klassetrin;Dansk;34;41;27;27;24;36;33;42;32;34;35;30;26;
265015;3. klassetrin;Dansk;40;39;37;39;56;39;35;51;33;36;23;36;29;
265016;3. klassetrin;Dansk;;;5;;;;;;;;;;;
265017;3. klassetrin;Dansk;19;19;19;20;17;20;20;21;20;20;20;21;21;
265018;3. klassetrin;Dansk;;5;6;8;6;9;5;13;8;11;8;11;8;
265019;3. klassetrin;Dansk;41;40;40;43;50;47;47;48;55;49;50;46;53;
265030;3. klassetrin;Dansk;;29;21;20;24;24;18;23;24;28;23;24;25;
265032;3. klassetrin;Dansk;74;76;71;74;90;93;94;97;96;73;91;117;66;
265036;3. klassetrin;Dansk;;;;;;;;;;;;;;
265038;3. klassetrin;Dansk;;;;;;;;;;;;;;
265901;3. klassetrin;Dansk;28;5;13;15;10;14;9;11;13;12;17;17;11;
265902;3. klassetrin;Dansk;;;;;;;;;;;;;;
267001;3. klassetrin;Dansk;45;64;58;66;61;50;70;43;49;47;40;45;42;
267002;3. klassetrin;Dansk;75;64;65;70;61;70;77;83;59;63;65;60;49;
267003;3. klassetrin;Dansk;43;48;63;54;46;51;49;44;36;47;30;42;35;
267004;3. klassetrin;Dansk;16;14;14;16;12;;;;;;;;;
267005;3. klassetrin;Dansk;15;34;29;21;33;25;23;41;36;36;19;21;26;
267006;3. klassetrin;Dansk;;7;;;;6;;;;5;6;;;
267007;3. klassetrin;Dansk;;;;;;;;;;;;;;
267008;3. klassetrin;Dansk;13;16;17;19;20;18;20;20;20;19;18;37;18;
269001;3. klassetrin;Dansk;44;49;62;46;52;55;51;62;43;54;53;46;51;
269005;3. klassetrin;Dansk;98;103;69;95;66;69;133;103;117;106;108;124;90;
269006;3. klassetrin;Dansk;6;10;8;17;18;17;9;20;18;13;13;16;19;
269007;3. klassetrin;Dansk;73;74;76;77;81;78;95;77;69;95;104;85;66;
269009;3. klassetrin;Dansk;24;24;24;24;24;25;24;24;24;24;24;24;23;
270001;3. klassetrin;Dansk;;;;;;;;;;5;;5;;
270002;3. klassetrin;Dansk;41;51;51;33;47;41;24;46;51;34;45;26;32;
270003;3. klassetrin;Dansk;;74;41;52;;;;;;;;;;
271001;3. klassetrin;Dansk;49;58;78;49;59;45;39;39;44;38;25;33;30;
271002;3. klassetrin;Dansk;69;61;88;95;109;79;85;73;72;82;67;66;74;
271004;3. klassetrin;Dansk;;;;;;;;;;;;5;;
280010;3. klassetrin;Dansk;;;;;;;;;;;;;;
280023;3. klassetrin;Dansk;;;;10;5;8;;;7;5;7;9;10;
280024;3. klassetrin;Dansk;;;5;5;;6;7;;7;10;10;11;7;
280033;3. klassetrin;Dansk;;;25;16;32;27;37;33;25;30;37;39;34;
280034;3. klassetrin;Dansk;;;;6;6;7;;;;;;;;
280038;3. klassetrin;Dansk;;;13;7;16;13;17;19;15;15;18;14;19;
280039;3. klassetrin;Dansk;;;;;;;5;5;;6;7;;7;
280040;3. klassetrin;Dansk;;;9;7;6;;14;;11;7;8;8;10;
280044;3. klassetrin;Dansk;;;5;7;12;;5;5;;;5;;;
280049;3. klassetrin;Dansk;;;33;31;45;32;41;43;45;38;49;36;30;
280053;3. klassetrin;Dansk;;;12;13;14;11;12;13;17;18;14;13;16;
280055;3. klassetrin;Dansk;;;6;11;11;;18;18;16;17;20;14;20;
280091;3. klassetrin;Dansk;;;;;;;50;88;80;90;101;73;60;
280093;3. klassetrin;Dansk;84;84;57;77;109;90;84;99;58;67;82;57;62;
280094;3. klassetrin;Dansk;98;107;81;92;71;88;91;93;93;96;71;79;62;
280095;3. klassetrin;Dansk;32;18;16;15;12;12;8;;;;;;;
280096;3. klassetrin;Dansk;84;79;75;86;91;86;98;80;57;81;49;75;67;
280097;3. klassetrin;Dansk;21;10;15;17;13;12;7;;;;;;;
280104;3. klassetrin;Dansk;;;;;;;6;;;5;5;;;
280106;3. klassetrin;Dansk;;;;41;35;52;61;48;35;54;38;32;34;
280111;3. klassetrin;Dansk;38;39;41;35;32;16;17;15;12;21;18;16;16;
280117;3. klassetrin;Dansk;;;;55;57;56;39;42;48;50;41;41;38;
280118;3. klassetrin;Dansk;43;43;45;;;;;;;;;;;
280119;3. klassetrin;Dansk;;;;89;101;103;87;96;93;95;57;65;67;
280120;3. klassetrin;Dansk;;;;69;63;51;67;47;49;49;46;60;48;
280121;3. klassetrin;Dansk;;;;77;89;60;66;76;40;63;50;53;51;
280122;3. klassetrin;Dansk;;;;57;60;52;71;54;57;54;58;65;56;
280129;3. klassetrin;Dansk;;;;;;17;18;41;61;59;78;77;78;
280135;3. klassetrin;Dansk;;;;32;36;31;42;34;33;45;25;37;26;
280136;3. klassetrin;Dansk;47;44;52;37;35;38;35;44;40;46;43;26;32;
280137;3. klassetrin;Dansk;;;;49;46;51;52;50;59;53;41;51;44;
280138;3. klassetrin;Dansk;;;;51;41;49;50;51;45;41;37;48;43;
280139;3. klassetrin;Dansk;;;;57;98;85;76;70;75;72;75;67;77;
280140;3. klassetrin;Dansk;;;;14;15;20;18;18;21;20;19;23;20;
280161;3. klassetrin;Dansk;;;;15;13;18;17;22;21;23;24;19;22;
280163;3. klassetrin;Dansk;37;44;57;98;81;81;75;86;69;96;71;76;90;
280164;3. klassetrin;Dansk;111;100;96;94;73;96;96;82;77;93;81;73;58;
280165;3. klassetrin;Dansk;79;68;74;79;86;69;81;70;57;41;43;44;53;
280166;3. klassetrin;Dansk;54;63;49;51;82;67;78;88;74;68;67;50;44;
280186;3. klassetrin;Dansk;89;84;69;97;77;60;88;72;73;79;81;66;69;
280187;3. klassetrin;Dansk;45;37;46;47;46;48;97;113;112;115;43;44;50;
280188;3. klassetrin;Dansk;;;;10;17;13;10;12;15;12;17;23;15;
280189;3. klassetrin;Dansk;;;;59;61;59;57;43;60;48;39;44;44;
280190;3. klassetrin;Dansk;;;;18;25;13;19;12;11;15;14;12;11;
280192;3. klassetrin;Dansk;125;130;108;158;121;121;116;93;97;95;94;82;77;
280193;3. klassetrin;Dansk;68;66;53;100;63;85;69;66;72;79;65;79;55;
280195;3. klassetrin;Dansk;78;74;81;83;68;63;49;61;41;57;41;63;42;
280196;3. klassetrin;Dansk;39;41;31;25;46;;;;;;;;;
280197;3. klassetrin;Dansk;60;63;85;65;87;74;65;37;107;88;37;38;29;
280198;3. klassetrin;Dansk;95;107;106;77;82;;65;68;73;55;68;55;43;
280202;3. klassetrin;Dansk;;;;5;;;;;5;8;6;7;5;
280203;3. klassetrin;Dansk;;;;5;;;;;;;;;9;
280204;3. klassetrin;Dansk;;;;;;;;5;6;5;;5;5;
280205;3. klassetrin;Dansk;;;;5;;12;13;17;14;14;14;18;13;
280206;3. klassetrin;Dansk;;;;5;6;6;;;;;;;;
280207;3. klassetrin;Dansk;;;;15;7;7;14;5;9;14;15;7;16;
280208;3. klassetrin;Dansk;;;;10;;9;8;10;9;16;9;13;13;
280210;3. klassetrin;Dansk;;;;14;22;13;24;23;24;21;16;19;12;
280211;3. klassetrin;Dansk;;;;15;8;6;10;9;12;11;;9;15;
280212;3. klassetrin;Dansk;;;;;9;10;9;13;11;11;9;11;7;
280214;3. klassetrin;Dansk;;;;10;15;16;16;16;5;8;;;;
280215;3. klassetrin;Dansk;;;;6;8;;7;;6;6;6;;14;
280216;3. klassetrin;Dansk;;;;;;;;;;;;;;
280218;3. klassetrin;Dansk;;;;8;15;13;13;21;17;18;17;20;11;
280220;3. klassetrin;Dansk;;;;12;13;8;11;9;6;5;10;12;12;
280221;3. klassetrin;Dansk;;;;11;8;14;8;8;10;13;8;12;10;
280222;3. klassetrin;Dansk;93;108;97;97;93;101;94;91;101;100;76;93;86;
280224;3. klassetrin;Dansk;;;;12;18;7;14;11;9;9;15;13;10;
280226;3. klassetrin;Dansk;;;;6;;6;8;8;17;;11;14;7;
280227;3. klassetrin;Dansk;;;;9;7;7;;;13;5;;5;10;
280238;3. klassetrin;Dansk;;;;35;47;49;29;41;36;27;52;29;33;
280239;3. klassetrin;Dansk;;;;70;90;89;67;77;75;74;63;;;
280240;3. klassetrin;Dansk;;;;47;54;61;56;54;44;72;66;56;53;
280241;3. klassetrin;Dansk;;;;109;95;99;98;87;81;80;86;81;80;
280242;3. klassetrin;Dansk;;;;52;52;50;46;40;50;31;35;;;
280243;3. klassetrin;Dansk;;;;37;36;37;40;32;27;37;25;28;23;
280244;3. klassetrin;Dansk;;;;67;68;78;68;71;84;65;63;85;53;
280270;3. klassetrin;Dansk;;;;;92;94;92;93;73;107;72;72;80;
280271;3. klassetrin;Dansk;;;;;71;72;57;63;55;49;46;47;38;
280272;3. klassetrin;Dansk;;;;;91;82;71;70;62;39;34;40;46;
280284;3. klassetrin;Dansk;;;;92;72;88;64;89;92;68;72;86;51;
280289;3. klassetrin;Dansk;12;16;22;13;9;24;10;;;;;;;
280290;3. klassetrin;Dansk;9;9;13;;;;;;;;;;;
280295;3. klassetrin;Dansk;108;88;103;123;116;124;111;96;77;106;86;78;56;
280316;3. klassetrin;Dansk;;;;;80;82;80;66;55;71;57;53;55;
280319;3. klassetrin;Dansk;;;;;86;75;68;72;60;69;87;45;65;
280320;3. klassetrin;Dansk;;;;;90;71;75;75;71;64;73;65;82;
280321;3. klassetrin;Dansk;;;;;61;51;60;53;51;29;48;35;23;
280325;3. klassetrin;Dansk;178;179;204;167;215;182;189;189;195;185;212;206;164;
280327;3. klassetrin;Dansk;;;;;76;47;76;47;70;64;54;65;65;
280330;3. klassetrin;Dansk;;;;;;;5;;5;;;5;7;
280331;3. klassetrin;Dansk;;;;;24;27;22;28;23;30;26;18;25;
280332;3. klassetrin;Dansk;;;;;37;29;28;20;36;39;12;24;16;
280333;3. klassetrin;Dansk;;;;;65;49;56;46;56;45;38;46;36;
280334;3. klassetrin;Dansk;94;85;93;85;65;80;79;77;69;68;63;64;77;
280335;3. klassetrin;Dansk;;;;;30;52;45;39;40;34;42;34;31;
280341;3. klassetrin;Dansk;70;77;78;62;79;77;66;62;58;63;59;49;39;
280344;3. klassetrin;Dansk;36;23;34;31;36;37;;;;;;;;
280345;3. klassetrin;Dansk;;;;;;;;;;;;;;
280346;3. klassetrin;Dansk;60;59;47;45;44;44;57;46;55;32;26;;;
280350;3. klassetrin;Dansk;136;151;130;123;149;140;120;136;92;130;97;105;112;
280351;3. klassetrin;Dansk;97;89;72;56;70;60;54;56;45;39;48;35;31;
280352;3. klassetrin;Dansk;86;67;87;81;71;57;82;65;53;57;49;32;46;
280353;3. klassetrin;Dansk;103;111;106;98;104;91;76;94;77;70;76;57;58;
280354;3. klassetrin;Dansk;47;47;45;55;35;58;33;48;38;38;29;38;35;
280355;3. klassetrin;Dansk;;;;;5;;;;9;;;7;7;
280357;3. klassetrin;Dansk;147;133;128;115;126;154;117;136;130;97;101;89;63;
280361;3. klassetrin;Dansk;112;123;121;117;107;109;93;99;91;78;89;76;70;
280362;3. klassetrin;Dansk;62;47;65;57;126;129;144;112;142;133;102;108;108;
280376;3. klassetrin;Dansk;;;;;24;35;29;28;22;30;32;28;34;
280378;3. klassetrin;Dansk;;;;;;;;;;;;;;
280379;3. klassetrin;Dansk;;;;;8;12;20;19;21;22;19;19;14;
280380;3. klassetrin;Dansk;;;;;15;5;20;17;20;17;15;19;13;
280381;3. klassetrin;Dansk;;;;;8;7;15;10;14;12;11;16;17;
280382;3. klassetrin;Dansk;;;;;;;5;5;10;8;10;6;14;
280383;3. klassetrin;Dansk;;;;;12;12;16;22;18;19;20;14;17;
280384;3. klassetrin;Dansk;;;;;;;;10;9;12;8;9;22;
280385;3. klassetrin;Dansk;;;;;6;11;6;;10;;12;14;14;
280386;3. klassetrin;Dansk;;;;;7;6;7;10;8;11;;8;;
280387;3. klassetrin;Dansk;;;;;;16;;5;8;6;8;5;5;
280388;3. klassetrin;Dansk;;;;;18;7;10;9;15;15;13;9;10;
280389;3. klassetrin;Dansk;;;;;14;6;11;11;11;8;9;6;9;
280390;3. klassetrin;Dansk;;;;;12;16;18;13;16;15;20;9;19;
280391;3. klassetrin;Dansk;;;;;6;10;7;9;19;13;9;21;18;
280392;3. klassetrin;Dansk;;;;;6;;6;;9;8;;10;10;
280393;3. klassetrin;Dansk;;;;;6;5;5;12;20;19;19;20;19;
280394;3. klassetrin;Dansk;;;;;;;;;7;5;;;;
280395;3. klassetrin;Dansk;;;;;15;21;19;21;19;19;21;20;16;
280396;3. klassetrin;Dansk;;;;;5;6;9;11;6;11;13;11;16;
280397;3. klassetrin;Dansk;;;;;;;;6;7;11;9;;;
280398;3. klassetrin;Dansk;;;;;;;6;9;9;11;7;15;;
280405;3. klassetrin;Dansk;;;;;;5;11;23;24;23;23;24;23;
280406;3. klassetrin;Dansk;117;119;105;104;138;113;111;117;99;110;113;77;87;
280407;3. klassetrin;Dansk;166;193;174;158;181;217;173;163;177;172;60;153;127;
280409;3. klassetrin;Dansk;190;188;165;199;187;207;176;183;186;154;164;130;142;
280411;3. klassetrin;Dansk;31;28;24;23;24;28;18;17;39;22;22;31;33;
280415;3. klassetrin;Dansk;123;110;123;103;114;114;108;88;95;108;115;106;84;
280416;3. klassetrin;Dansk;162;140;159;146;151;178;158;137;157;165;128;130;114;
280417;3. klassetrin;Dansk;119;131;116;125;133;139;109;127;96;98;99;84;92;
280418;3. klassetrin;Dansk;80;68;94;89;105;87;90;99;91;86;90;96;84;
280419;3. klassetrin;Dansk;;;;;;18;11;20;14;20;9;16;19;
280425;3. klassetrin;Dansk;;;;;;;;;26;44;46;39;41;
280434;3. klassetrin;Dansk;;;;;;37;32;25;25;14;20;21;15;
280447;3. klassetrin;Dansk;;;;;;19;20;20;19;21;19;20;19;
280456;3. klassetrin;Dansk;;;;;;58;47;35;41;42;38;27;35;
280457;3. klassetrin;Dansk;;;;;;64;74;57;56;45;42;52;35;
280458;3. klassetrin;Dansk;101;100;109;81;78;62;84;78;84;84;86;85;93;
280460;3. klassetrin;Dansk;;;;;;12;;7;12;6;6;;;
280461;3. klassetrin;Dansk;;;;;;19;12;12;22;18;19;15;22;
280462;3. klassetrin;Dansk;;;;;;10;;15;15;17;23;18;21;
280463;3. klassetrin;Dansk;;;;;;6;17;12;13;18;16;21;20;
280464;3. klassetrin;Dansk;;;;;;15;22;18;21;18;22;18;19;
280465;3. klassetrin;Dansk;;;;;;8;;8;5;7;8;13;14;
280466;3. klassetrin;Dansk;;;;;;18;27;8;25;20;17;14;19;
280467;3. klassetrin;Dansk;;;;;;11;13;;11;8;16;19;6;
280468;3. klassetrin;Dansk;;;;;;7;6;;;;;;;
280471;3. klassetrin;Dansk;;;;;;;;;13;14;18;13;7;
280474;3. klassetrin;Dansk;;;;;;5;;6;;9;6;;7;
280481;3. klassetrin;Dansk;75;55;75;65;61;62;65;58;62;54;60;43;63;
280494;3. klassetrin;Dansk;148;118;125;134;151;165;135;135;122;112;122;84;92;
280495;3. klassetrin;Dansk;216;185;172;179;186;209;212;196;180;150;169;151;129;
280496;3. klassetrin;Dansk;104;97;77;90;87;66;78;72;64;74;64;67;58;
280497;3. klassetrin;Dansk;152;173;153;145;195;188;150;160;167;149;131;148;122;
280505;3. klassetrin;Dansk;23;32;26;95;84;70;75;65;74;68;78;51;52;
280506;3. klassetrin;Dansk;106;132;111;121;132;119;111;91;84;94;82;89;91;
280508;3. klassetrin;Dansk;;;;;;9;7;7;;;;7;7;
280524;3. klassetrin;Dansk;;;;;;;;;35;22;36;33;28;
280532;3. klassetrin;Dansk;;;;;;;22;19;20;20;19;18;19;
280534;3. klassetrin;Dansk;;;;;;;5;;5;;5;5;6;
280537;3. klassetrin;Dansk;;;;;;;7;5;7;13;14;16;16;
280538;3. klassetrin;Dansk;;;;;;;9;11;12;13;11;16;7;
280540;3. klassetrin;Dansk;;;;;;;;;;;;;;
280542;3. klassetrin;Dansk;;;;;;;11;20;23;18;21;20;40;
280545;3. klassetrin;Dansk;;;;;;;;;;;;;;
280549;3. klassetrin;Dansk;;;;;;;;;;;;;7;
280551;3. klassetrin;Dansk;;;;;;;;;;;6;;11;
280552;3. klassetrin;Dansk;;;;;;;;;;;;;;
280553;3. klassetrin;Dansk;;;;;;;5;8;8;17;15;18;17;
280562;3. klassetrin;Dansk;122;87;74;88;89;64;65;78;80;80;68;85;67;
280563;3. klassetrin;Dansk;112;144;108;99;121;109;104;105;89;103;85;111;80;
280564;3. klassetrin;Dansk;111;121;135;111;107;122;117;80;98;106;120;103;114;
280565;3. klassetrin;Dansk;137;139;121;129;132;143;128;114;132;119;109;116;112;
280594;3. klassetrin;Dansk;;;;;;;;;;;;;;
280595;3. klassetrin;Dansk;43;45;39;66;151;139;140;176;173;133;132;121;104;
280596;3. klassetrin;Dansk;99;101;107;96;104;87;102;111;94;109;107;87;65;
280597;3. klassetrin;Dansk;51;37;50;57;95;86;92;95;96;93;107;98;102;
280598;3. klassetrin;Dansk;110;167;185;185;166;156;166;170;138;149;146;129;130;
280608;3. klassetrin;Dansk;;;;;;;;;;;;;;
280616;3. klassetrin;Dansk;130;114;97;113;84;113;102;102;97;107;88;110;114;
280617;3. klassetrin;Dansk;93;101;111;96;87;82;92;87;86;91;84;90;81;
280618;3. klassetrin;Dansk;128;129;134;130;117;148;115;143;127;113;112;114;87;
280619;3. klassetrin;Dansk;120;88;113;99;79;107;190;207;193;209;193;209;171;
280620;3. klassetrin;Dansk;112;108;100;123;120;120;177;181;162;166;140;178;147;
280621;3. klassetrin;Dansk;170;164;170;148;164;189;147;151;141;179;154;148;139;
280622;3. klassetrin;Dansk;171;140;135;197;220;212;207;192;190;208;200;215;186;
280626;3. klassetrin;Dansk;150;139;129;153;171;138;153;165;145;156;146;117;118;
280627;3. klassetrin;Dansk;119;129;122;139;93;139;125;102;98;131;103;121;101;
280628;3. klassetrin;Dansk;;;;;;;;18;19;31;17;21;23;
280629;3. klassetrin;Dansk;;;;;;;;103;90;95;84;94;68;
280631;3. klassetrin;Dansk;;;;;;;;81;79;72;67;55;63;
280633;3. klassetrin;Dansk;;;;;;;;97;78;92;73;88;48;
280634;3. klassetrin;Dansk;22;14;14;11;9;15;9;12;8;9;9;8;11;
280638;3. klassetrin;Dansk;;;;;;;;9;17;14;19;22;19;
280641;3. klassetrin;Dansk;;;;;;;;19;21;21;20;18;18;
280643;3. klassetrin;Dansk;;;;;;;;23;20;22;20;36;26;
280650;3. klassetrin;Dansk;;;;;;;;24;16;23;24;41;38;
280651;3. klassetrin;Dansk;;;;;;;;12;8;18;11;13;9;
280652;3. klassetrin;Dansk;;;;;;;;6;;;;;;
280653;3. klassetrin;Dansk;;;;;;;;14;8;17;18;20;22;
280654;3. klassetrin;Dansk;;;;;;;;5;12;12;6;7;12;
280655;3. klassetrin;Dansk;;;;;;;;;8;;8;9;9;
280656;3. klassetrin;Dansk;;;;;;;;;;;;5;5;
280657;3. klassetrin;Dansk;;;;;;;;10;5;12;8;12;8;
280658;3. klassetrin;Dansk;;;;;;;;9;9;7;15;20;11;
280659;3. klassetrin;Dansk;;;;;;;;7;10;17;13;;13;
280662;3. klassetrin;Dansk;;;;;;;;;14;6;14;16;11;
280663;3. klassetrin;Dansk;;;;;;;;;;;;;;
280669;3. klassetrin;Dansk;61;49;33;40;34;29;25;32;37;26;32;37;32;
280670;3. klassetrin;Dansk;;;;;;;;;6;5;;5;8;
280673;3. klassetrin;Dansk;;;;;;;;;10;5;5;7;5;
280674;3. klassetrin;Dansk;;;;;;;;13;15;21;22;14;20;
280675;3. klassetrin;Dansk;;;;;;;;;;;;8;;
